
Изменение параметров за 169 витков:
+----------------------+----------------------+------------------+------------------------+-----------------------+
|         ДВУ          | Аргумент перицентра  | Большая полуось  |     Эксцентриситет     |       Наклонение      |
+----------------------+----------------------+------------------+------------------------+-----------------------+
| -0.40856538589935654 | -0.19332404003824832 | 2498.83718419075 | 0.00022744596283452712 | 4.668148398456751e-05 |
+----------------------+----------------------+------------------+------------------------+-----------------------+
Изменение параметров за 169 витков теоретически:
+---------------------+----------------------+
|         ДВУ         | Аргумент перицентра  |
+---------------------+----------------------+
| -0.4096536463953996 | -0.19415838307562241 |
+---------------------+----------------------+



Параметры орбиты в начале каждого витка:
+-------------+---------------------+---------------------+--------------------+---------------------+--------------------+------------------------+
| Номер витка |         ДВУ         | Аргумент перицентра |  Большая полуось   |    Эксцентриситет   |     Наклонение     |   Истинная аномалия    |
|      66     |  0.542861271487182  |  1.2956693994734818 |  8059787.6213875   | 0.15007167145899514 | 1.2000147198985025 | 0.00015289608393498355 |
|      67     |  0.5404437023847805 |  1.2945250916334698 | 8059800.995820829  | 0.15007288124903448 | 1.2000149702466003 | 0.0001964379130767746  |
|      68     |  0.5380261327618354 |  1.2933807771126578 | 8059814.418175539  | 0.15007409534580185 | 1.200015221492041  | 0.00023998638109046233 |
|      69     |  0.5356087585095776 |  1.2922395430807323 | 8059830.816149033  | 0.15007562242468855 | 1.2000155258186076 | 4.154571780223826e-05  |
|      70     |  0.5331911877161262 |  1.2910952118316006 | 8059844.344457126  | 0.15007684618798084 | 1.2000157790393668 | 8.511083383044848e-05  |
|      71     |  0.5307736163961498 |  1.2899508738226155 | 8059857.920477201  | 0.15007807423898428 | 1.2000160331535183 | 0.00012868266759435976 |
|      72     |  0.5283560445478073 |  1.2888065290311173 | 8059871.544144017  |  0.1500793065717871 | 1.2000162881598164 | 0.00017226124171587642 |
|      73     |  0.5259384721692569 |  1.2876621774347836 | 8059885.215391412  |  0.1500805431804583 |  1.20001654405701  | 0.0002158465781540997  |
|      74     |  0.5235210945007135 |  1.2865208883787185 | 8059901.915822423  | 0.15008209842838036 | 1.2000168539877383 | 1.7460725847628922e-05 |
|      75     |  0.5211035209301018 |  1.2853765197464346 | 8059915.692265278  | 0.15008334463382114 | 1.2000171118459684 | 6.106301681474413e-05  |
|      76     |  0.5186859468233322 |  1.2842321442308902 | 8059929.516076183  | 0.15008459509580196 | 1.2000173705910728 | 0.0001046721483355384  |
|      77     |  0.5162683721785857 |  1.2830877618096708 |  8059943.38718842  | 0.15008584980829637 | 1.2000176302217935 | 0.00014828814241596433 |
|      78     |  0.5138507969940419 |  1.2819433724605636 |  8059957.30553475  | 0.15008710876528975 | 1.2000178907368533 | 0.00019191102138615967 |
|      79     |  0.5114332212678878 |  1.2807989761613827 |  8059971.27104862  | 0.15008837196074154 | 1.2000181521349786 | 0.0002355408069476539  |
|      80     |  0.5090158394491102 |  1.2796576206911623 | 8059988.329001917  | 0.15008996045914577 | 1.2000184686922477 | 3.7221112476615303e-05 |
|      81     |  0.5065982625054116 |  1.2785132069951914 | 8060002.398789948  | 0.15009123316669182 | 1.2000187320340467 | 8.086821167330172e-05  |
|      82     |  0.5041806850141941 |  1.2773687862714511 | 8060016.515527531  | 0.15009251009288357 | 1.2000189962548053 | 0.00012452229451187513 |
|      83     |  0.5017631069736509 |  1.276224358497751  | 8060030.679147061  | 0.15009379123162372 | 1.200019261353232  | 0.0001681833830029511  |
|      84     |  0.4993455283819869 |  1.275079923652018  | 8060044.889579582  |  0.1500950765767844 | 1.2000195273280205 | 0.00021185149907476664 |
|      85     | 0.49692814301143695 |  1.2739385109870482 | 8060062.245136684  | 0.15009669278854237 | 1.2000198493985086 | 1.3588776252682067e-05 |
|      86     | 0.49451056318103376 |  1.2727940584421433 | 8060076.559054892  | 0.15009798757323384 | 1.2000201173021168 | 5.727450668224776e-05  |
|      87     |  0.4920929827936536 |  1.2716495987482808 | 8060090.919564904  | 0.15009928654421226 | 1.2000203860779128 | 0.00010096734150977227 |
|      88     |  0.4896754018475118 |  1.2705051318835217 | 8060105.326597786  |  0.1501005896952531 | 1.2000206557245794 | 0.00014466730293416497 |
|      89     | 0.48725782034080944 |  1.2693606578257066 | 8060119.780084234  | 0.15010189702009005 | 1.2000209262408088 | 0.00018837441283325873 |
|      90     |  0.4848402382717469 |  1.2682161765532811 | 8060134.279954477  | 0.15010320851244555 | 1.2000211976252806 |  0.000232088692012411  |
|      91     |  0.4824228485909218 |  1.2670746949273484 | 8060151.987137674  | 0.15010485742190266 | 1.200021526211805  | 3.389466355518955e-05  |
|      92     |  0.4800052652580602 |  1.2659301956012878 | 8060166.589536099  | 0.15010617826582895 | 1.2000217995070515 | 7.762690935519956e-05  |
|      93     | 0.47758768135705526 |  1.2647856889843643 | 8060181.238092443  | 0.15010750325674962 | 1.2000220736662628 | 0.00012136640045667946 |
|      94     |  0.475170096886142  |  1.2636411750545815 | 8060195.932736131  | 0.15010883238830472 | 1.2000223486881045 | 0.00016511315898259937 |
|      95     |  0.4727525118435153 |   1.26249665379053  | 8060210.673395817  | 0.15011016565413754 | 1.2000226245712229 | 0.00020886720591417607 |
|      96     | 0.47033511847771087 |  1.2613551128373814 | 8060228.673140237  | 0.15011184180372247 | 1.200022958576517  | 1.073227399994714e-05  |
|      97     | 0.46791753215046944 |  1.260210573222792  | 8060243.515510353  | 0.15011318434585755 | 1.200023236355006  | 5.4504583456349565e-05 |
|      98     | 0.46549994524579036 |  1.2590660261982154 | 8060258.403667414  |  0.1501145310013911 | 1.200023514990439  | 9.828425677826935e-05  |
|      99     |  0.4630823577619018 |  1.2579214717420395 | 8060273.3375395695 | 0.15011588176386886 | 1.200023794481461  | 0.00014207131546095653 |
|     100     |  0.4606647696970482 |  1.2567769098329284 |  8060288.31705487  | 0.15011723662679705 | 1.200024074826699  | 0.00018586578027712797 |
|     101     |  0.4582471810494558 |  1.2556323404495018 | 8060303.342140782  | 0.15011859558366822 | 1.200024356024796  | 0.00022966767242915687 |
|     102     | 0.45582978321609846 |  1.2544907280348192 | 8060321.6873924155 | 0.15012030385746006 | 1.2000246964314867 | 3.160392490020314e-05  |
|     103     | 0.45341219325927956 |  1.253346139952897  | 8060336.813196376  | 0.15012167199947082 | 1.2000249795062479 | 7.542442545260819e-05  |
|     104     | 0.45099460271405356 |  1.252201544321673  | 8060351.984336901  | 0.15012304421418882 | 1.200025263429442  | 0.00011925242838040084 |
|     105     |  0.4485770115786659 |  1.251056941119905  | 8060367.200741137  | 0.15012442049500282 | 1.2000255481996867 |  0.000163087954625718  |
|     106     |  0.4461594198513718 |  1.2499123303263677 | 8060382.462335461  | 0.15012580083530297 | 1.2000258338155811 | 0.0002069310252874601  |
|     107     |  0.4437420182021792 |  1.2487706564911865 | 8060401.094921511  |  0.1501275358587384 | 1.2000261795431584 |  8.9284597959427e-06   |
|     108     | 0.44132442514519726 |  1.247626026708031  | 8060416.456387046  | 0.15012892530624963 | 1.2000264670197565 | 5.279042826722424e-05  |
|     109     |  0.4389068314906741 |  1.2464813892590154 | 8060431.862805061  | 0.15013031879167976 | 1.2000267553375163 | 9.666001451491546e-05  |
|     110     |  0.4364892372368706 |  1.2453367441228465 | 8060447.3141014865 | 0.15013171630835354 | 1.2000270444950412 | 0.00014053723981954924 |
|     111     |  0.4340716423820745 |  1.2441920912786575 | 8060462.810201421  |  0.1501331178495094 | 1.2000273344909047 | 0.00018442212497626898 |
|     112     |  0.4316540469245367 |  1.2430474307053518 | 8060478.351030327  | 0.15013452340843159 | 1.200027625323696  | 0.00022831469109951819 |
|     113     |  0.429236640653361  |  1.2419056829558797 | 8060497.322785897  | 0.15013628996219552 | 1.2000279773339464 | 3.0385752716854952e-05 |
|     114     |  0.4268190438420016 |  1.240761003051808  | 8060512.962459243  | 0.15013770453403508 | 1.2000282700081106 | 7.429755676913175e-05  |
|     115     |  0.424401446422336  |  1.2396163153452875 | 8060528.646619524  | 0.15013912310166366 | 1.2000285635146253 | 0.00011821711425863413 |
|     116     | 0.42198384839264963 |  1.2384716198153765 | 8060544.375191017  | 0.15014054565827883 | 1.2000288578520668 | 0.0001621444463459909  |
|     117     |  0.4195662497512236 |  1.2373269164413836 | 8060560.148098077  | 0.15014197219704856 | 1.2000291530189897 | 0.00020607957344109806 |
|     118     |  0.4171488395357862 |  1.2361851052197652 | 8060579.401779179  |  0.1501437649930168 | 1.2000295102488654 | 8.213860006600626e-06  |
|     119     |  0.4147312395204689 |  1.2350403822295413 |  8060595.27265439  | 0.15014520046414598 | 1.200029807240663  |  5.2168509174777e-05   |
|     120     | 0.41231363888789374 |  1.2338956513225803 | 8060611.187619923  | 0.15014663989512914 | 1.2000301050573086 | 9.613102548922114e-05  |
|     121     |  0.4098960376363425 |  1.2327509124781826 |  8060627.14659865  | 0.15014808327904625 | 1.2000304036973455 | 0.00014010142915488188 |
|     122     | 0.40747843576414156 |  1.2316061656757735 | 8060643.149513176  | 0.15014953060895317 | 1.2000307031593083 | 0.00018407974104728275 |
|     123     | 0.40506083326959225 |  1.2304614108948086 | 8060659.196286819  | 0.15015098187794465 | 1.2000310034417376 | 0.00022806598139846201 |
|     124     | 0.40264341828071043 |  1.2293195233550553 | 8060678.782586378  | 0.15015280559043653 | 1.200031366831593  | 3.0276289345820828e-05 |
|     125     |  0.4002258143885995 |  1.2281747486239212 | 8060694.926267384  | 0.15015426569436582 | 1.2000316689189212 | 7.428238420326139e-05  |
|     126     | 0.39780820986867677 |  1.227029965842359  | 8060711.113557939  |  0.1501557297146587 | 1.2000319718220085 | 0.00011829647907979357 |
|     127     |  0.3953906047192611 |  1.2258851749900326 | 8060727.3443793375 | 0.15015719764429925 | 1.2000322755393662 | 0.00016231859420656747 |
|     128     |  0.3929729989386687 |  1.2247403760463986 | 8060743.6186537715 | 0.15015866947625164 | 1.2000325800695073 | 0.00020634875001857012 |
|     129     |  0.3905555798796299 |  1.223598423024893  | 8060763.481291813  |  0.1501605189068383 | 1.2000329485744035 | 8.624284878466781e-06  |
|     130     | 0.38813797268182554 |   1.22245360385162  |  8060779.85156944  |  0.1501619994906092 | 1.2000332548924264 | 5.2674573124411594e-05 |
|     131     | 0.38572036484741934 |  1.2213087765161201 |  8060796.26504672  | 0.15016348395369714 | 1.2000335620184506 | 9.673297277901227e-05  |
|     132     |  0.3833027563747688 |  1.2201639409981533 | 8060812.721644455  | 0.15016497228893233 | 1.2000338699509807 | 0.00014079950352807735 |
|     133     | 0.38088514726219735 |  1.219019097277632  | 8060829.221282811  | 0.15016646448915683 | 1.200034178688512  | 0.0001848741852168434  |
|     134     | 0.37846753750806245 |  1.2178742453340774 | 8060845.763882624  | 0.15016796054724602 | 1.2000344882295364 | 0.00022895703851211202 |
|     135     | 0.37605011352715884 |   1.21673221364178  | 8060865.952377035  | 0.15016984026096936 | 1.2000348627678081 | 3.131093832897669e-05  |
|     136     |  0.3736325023326234 |  1.215587341142065  | 8060882.589886331  | 0.15017134497046147 | 1.2000351740761175 | 7.541424891854831e-05  |
|     137     | 0.37121489049117756 |  1.2144424603493504 | 8060899.270099266  | 0.15017285351441026 | 1.2000354861830487 | 0.00011952580083995912 |
|     138     |  0.3687972780011569 |  1.213297571243694  | 8060915.992935695  |  0.1501743658855983 | 1.2000357990870896 | 0.0001636456137403819  |
|     139     |  0.3663796648609295 |  1.2121526738051174 | 8060932.758314573  |  0.1501758820767342 | 1.2000361127867032 | 0.0002077737074417385  |
|     140     | 0.36396223668656846 |  1.2110105746651103 | 8060953.217385709  |  0.1501777869682111 | 1.2000364923321776 | 1.0194792776418993e-05 |
|     141     |  0.3615446220866837 |  1.2098656563972063 | 8060970.076742718  |  0.1501793117251006 | 1.200036807781545  | 5.434361561107437e-05  |
|     142     |  0.3591270068313022 |  1.2087207297268567 | 8060986.978381475  | 0.15018084027827666 | 1.2000371240215606 | 9.850078832340792e-05  |
|     143     | 0.35670939091878545 |  1.2075757946343169 | 8061003.922220512  | 0.15018237262037792 | 1.200037441050686  | 0.00014266633038362286 |
|     144     |  0.3542917743475164 |  1.2064308510999744 | 8061020.908177534  | 0.15018390874405257 | 1.2000377588673652 | 0.00018684026120485697 |
|     145     | 0.35187415711586734 |  1.2052858991041269 | 8061037.936170718  | 0.15018544864193614 | 1.200038077470042  | 0.0002310226005954874  |
|     146     |  0.3494567238743425 |  1.204143718992786  | 8061058.714130116  | 0.15018738316392047 | 1.200038462918464  | 3.352434268477644e-05  |
|     147     |  0.3470391051603587 |  1.202998745848311  | 8061075.834975261  | 0.15018893152416635 | 1.2000387832496906 | 7.772772922054472e-05  |
|     148     | 0.34462148578076685 |  1.2018537641737603 |  8061092.99759191  | 0.15019048363453585 | 1.200039104361927  | 0.00012193959231887597 |
|     149     | 0.34220386573395145 |  1.2007087739496276 | 8061110.201897093  | 0.15019203948760898 | 1.2000394262535936 | 0.0001661599511257883  |
|     150     |  0.339786245018308  |  1.1995637751564467 | 8061127.447807483  | 0.15019359907589483 | 1.2000397489231127 | 0.0002103888250142294  |
|     151     | 0.33736880746272246 |  1.1984215256762167 | 8061148.490410317  | 0.15019555821938357 | 1.2000401392677382 | 1.2959664918543723e-05 |
|     152     | 0.33495118524594364 |  1.1972765054676096 | 8061165.8282139115 | 0.15019712618193423 | 1.2000404636477717 | 5.7209851392459043e-05 |
|     153     |  0.332533562355154  |  1.196131476622213  | 8061183.207354483  | 0.15019869785532824 | 1.2000407888006062 | 0.00010146862057380801 |
|     154     |  0.3301159387887787 |  1.194986439120692  | 8061200.627748345  |  0.1502002732320287 | 1.2000411147246388 | 0.00014573599158174133 |
|     155     |  0.3276983145452179 |  1.193841392943881  | 8061218.089311381  | 0.15020185230447844 | 1.2000414414182858 | 0.0001900119832212166  |
|     156     | 0.32528068962287476 |  1.1926963380724682 | 8061235.591958988  | 0.15020343506506645 | 1.2000417688799492 | 0.00023429661462515128 |
|     157     | 0.32286324685808565 |  1.191554005374316  | 8061256.946280147  | 0.15020542316771757 | 1.2000421649933304 | 3.695034858108848e-05  |
|     158     | 0.32044562041245034 |  1.190408928775848  |  8061274.53966266  | 0.15020701419627483 | 1.2000424941437076 | 8.125660299063142e-05  |
|     159     |  0.3180279932829332 |    1.189263843416   | 8061292.173857927  | 0.15020860888827653 | 1.2000428240569598 | 0.00012557156379999768 |
|     160     |  0.3156103654679635 |  1.1881187492755414 | 8061309.8487804495 | 0.15021020723606965 | 1.2000431547314807 | 0.00016989525009503126 |
|     161     | 0.31319273696597716 |  1.1869736463354894 | 8061327.564344517  |  0.1502118092319646 | 1.2000434861656495 | 0.0002142276808292376  |
|     162     |  0.3107752897692582 |  1.1858312423932382 | 8061349.177208843  | 0.15021382138424577 | 1.2000438870611316 | 1.6952381311385878e-05 |
|     163     |  0.3083576597255951 |   1.18468611746633  | 8061366.982523271  | 0.15021543155757694 | 1.2000442201654882 | 6.130669294290847e-05  |
|     164     | 0.30594002898985895 |  1.1835409836738215 | 8061384.828203946  | 0.15021704535399555 | 1.2000445540242903 | 0.00010566981466664238 |
|     165     | 0.30352239756048943 |  1.1823958409969897 | 8061402.714164683  | 0.15021866276573262 | 1.200044888635904  | 0.00015004176489363807 |
|     166     | 0.30110476543594294 |  1.1812506894169141 | 8061420.640319078  | 0.15022028378504568 | 1.2000452239987063 | 0.00019442256280832737 |
|     167     | 0.29868713261467444 |  1.1801055289151146 | 8061438.606580465  | 0.15022190840414956 | 1.2000455601110411 | 0.0002388122265517545  |
|     168     | 0.29626968007003085 |  1.1789630395634072 | 8061460.523795467  | 0.15022394882591691 | 1.2000459666374446 | 4.162200501189872e-05  |
|     169     | 0.29385204568544837 |  1.1778178567708597 | 8061478.578618027  |  0.1502255815133466 | 1.2000463043975977 | 8.603385284522425e-05  |
|     170     | 0.29143441059915864 |  1.176672664991154  | 8061496.673268372  | 0.15022721777516532 | 1.2000466429020242 | 0.00013045463156791115 |
+-------------+---------------------+---------------------+--------------------+---------------------+--------------------+------------------------+
